Nombre / Inventario,Fecha,Pais,Tipo de Objeto,Estructura Imagen (JSON/Link)
"MRZ Inv.Nr. 2025.485, Figur",Desconocida,Q96,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/60/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.485-Figur.jpg""}"
Inv. 2025.486 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.486-Figur.jpg""}"
Inv. 2025.481 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/19/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.481-Figur.jpg""}"
Inv. 2025.487 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.487-Figur.jpg""}"
Inv. 2025.482 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.482-Figur.jpg""}"
Inv. 2025.493 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.493-Figur.jpg""}"
Inv. 2025.488 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.488-Figur.jpg""}"
Inv. 2025.489 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.489-Figur.jpg""}"
Inv. 2025.490 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.490-Figur.jpg""}"
Inv. 2025.491 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.491-Figur.jpg""}"
Inv. 2025.492 Tlatilco Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.492-Tlatilco-Figur.jpg""}"
Inv. 2025.494 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.494-Figur.jpg""}"
Inv. 2025.495 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.495-Figur.jpg""}"
Inv. 2025.496 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.496-Figur.jpg""}"
Inv. 2025.497 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.497-Figur.jpg""}"
Inv. 2025.498 Chupicuaro Figur (?),Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.498-Chupicuaro-Figur-%28%3F%29.jpg""}"
Inv. 2025.499 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.499-Figur.jpg""}"
Inv. 2025.503 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.503-Figur.jpg""}"
Inv. 2025.500 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.500-Figur.jpg""}"
Inv. 2025.501 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.501-Figur.jpg""}"
Inv. 2025.502 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.502-Figur.jpg""}"
"MRZ Inv.Nr. 2025.509, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.509-Figur.jpg""}"
"MRZ Inv.Nr. 2025.513, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.513-Figur.jpg""}"
"MRZ Inv.Nr. 2025.510, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.510-Figur.jpg""}"
"MRZ Inv.Nr. 2025.511, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.511-Figur.jpg""}"
"MRZ Inv.Nr. 2025.514, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/85/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.514-Figur.jpg""}"
"MRZ Inv.Nr. 2025.512, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.512-Figur.jpg""}"
"MRZ Inv.Nr. 2025.515, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/9b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.515-Figur.jpg""}"
"MRZ Inv.Nr. 2025.516, Figur",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/00/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.516-Figur.jpg""}"
"MRZ Inv.Nr. 2025.504, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.504-Figur.jpg""}"
"MRZ Inv.Nr. 2025.505, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.505-Figur.jpg""}"
"MRZ Inv.Nr. 2025.517, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/dd/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.517-Figur.jpg""}"
"MRZ Inv.Nr. 2025.506, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.506-Figur.jpg""}"
"MRZ Inv.Nr. 2025.518, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.518-Figur.jpg""}"
"MRZ Inv.Nr. 2025.519, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bc/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.519-Figur.jpg""}"
"MRZ Inv.Nr. 2025.507, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.507-Figur.jpg""}"
"MRZ Inv.Nr. 2025.523, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/07/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.523-Figur.jpg""}"
"MRZ Inv.Nr. 2025.524, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/05/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.524-Figur.jpg""}"
"MRZ Inv.Nr. 2025.508, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.508-Figur.jpg""}"
"MRZ Inv.Nr. 2025.520, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/07/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.520-Figur.jpg""}"
"MRZ Inv.Nr. 2025.521, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.521-Figur.jpg""}"
"MRZ Inv.Nr. 2025.525, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/12/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.525-Figur.jpg""}"
"MRZ Inv.Nr. 2025.522, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/43/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.522-Figur.jpg""}"
"MRZ Inv.Nr. 2025.526, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/41/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.526-Figur.jpg""}"
"MRZ Inv.Nr. 2025.527, Figur",Desconocida,Teotihuacan,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/97/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.527-Figur.jpg""}"
"MRZ Inv.Nr. 2025.528, Figur",Desconocida,Colima,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/fb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.528-Figur.jpg""}"
"MRZ Inv.Nr. 2025.533, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.533-Figur.jpg""}"
"MRZ Inv.Nr. 2025.534, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/76/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.534-Figur.jpg""}"
"MRZ Inv.Nr. 2025.529, Figur",Desconocida,Teotihuacan,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/75/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.529-Figur.jpg""}"
"MRZ Inv.Nr. 2025.530, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/77/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.530-Figur.jpg""}"
"MRZ Inv.Nr. 2025.535, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/14/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.535-Figur.jpg""}"
"MRZ Inv.Nr. 2025.536, Figur",Desconocida,Guanajuato,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/52/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.536-Figur.jpg""}"
"MRZ Inv.Nr. 2025.531, Figur",Ano 1,México,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/01/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.531-Figur.jpg""}"
"MRZ Inv.Nr. 2025.532, Figur",Ano 1,Q96,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.532-Figur.jpg""}"
Inv. 2025.537 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.537-Figur.jpg""}"
Inv. 2025.538 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.538-Figur.jpg""}"
Inv. 2025.543 Figur mit zwei Tieren,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.543-Figur-mit-zwei-Tieren.jpg""}"
Inv. 2025.539 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.539-Figur.jpg""}"
Inv. 2025.544 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.544-Figur.jpg""}"
Inv. 2025.545 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.545-Figur.jpg""}"
Inv. 2025.540 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.540-Figur.jpg""}"
Inv. 2025.541 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.541-Figur.jpg""}"
Inv. 2025.546 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.546-Figur.jpg""}"
Inv. 2025.542 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.542-Figur.jpg""}"
"MRZ Inv.Nr. 2025.547, Sitzende Figur",Ano 1001,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/a7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.547-Sitzende-Figur.jpg""}"
"MRZ Inv.Nr. 2025.553, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ef/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.553-Figur.jpg""}"
"MRZ Inv.Nr. 2025.549, Chupicuaro Figur",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/9f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.549-Chupicuaro-Figur.jpg""}"
"MRZ Inv.Nr. 2025.548, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/57/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.548-Figur.jpg""}"
"MRZ Inv.Nr. 2025.554, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/a/ad/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.554-Figur.jpg""}"
"MRZ Inv.Nr. 2025.555, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/6e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.555-Figur.jpg""}"
"MRZ Inv.Nr. 2025.550, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.550-Figur.jpg""}"
"MRZ Inv.Nr. 2025.551, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/8a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.551-Figur.jpg""}"
"MRZ Inv.Nr. 2025.556, Sitzende Figur mit Kind",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ef/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.556-Sitzende-Figur-mit-Kind.jpg""}"
"MRZ Inv.Nr. 2025.557, Sitzende Figur mit Kind",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/13/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.557-Sitzende-Figur-mit-Kind.jpg""}"
"MRZ Inv.Nr. 2025.552, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.552-Figur.jpg""}"
"MRZ Inv.Nr. 2025.563, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/86/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.563-Figur.jpg""}"
"MRZ Inv.Nr. 2025.558, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/9f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.558-Figur.jpg""}"
"MRZ Inv.Nr. 2025.559, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/54/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.559-Figur.jpg""}"
"MRZ Inv.Nr. 2025.564, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b0/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.564-Figur.jpg""}"
"MRZ Inv.Nr. 2025.560, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/6d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.560-Figur.jpg""}"
"MRZ Inv.Nr. 2025.565, Figur",Desconocida,Jalisco,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/23/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.565-Figur.jpg""}"
"MRZ Inv.Nr. 2025.561, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.561-Figur.jpg""}"
"MRZ Inv.Nr. 2025.566, Figur",Desconocida,México,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/6c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.566-Figur.jpg""}"
"MRZ Inv.Nr. 2025.567, Figur",Desconocida,Guanajuato,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cc/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.567-Figur.jpg""}"
"MRZ Inv.Nr. 2025.562, Figur",Desconocida,México,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/4a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.562-Figur.jpg""}"
Inv. 2025.568 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/1d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.568-Figur.jpg""}"
Inv. 2025.573 Weibliche Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.573-Weibliche-Figur.jpg""}"
Inv. 2025.569 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.569-Figur.jpg""}"
Inv. 2025.574 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.574-Figur.jpg""}"
Inv. 2025.570 Paar,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.570-Paar.jpg""}"
Inv. 2025.575 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.575-Figur.jpg""}"
Inv. 2025.571 Liegende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.571-Liegende-Figur.jpg""}"
Inv. 2025.576 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.576-Figur.jpg""}"
Inv. 2025.572 Liegende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.572-Liegende-Figur.jpg""}"
Inv. 2025.577 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.577-Figur.jpg""}"
Inv. 2025.583 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.583-Figur.jpg""}"
Inv. 2025.578 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.578-Figur.jpg""}"
Inv. 2025.579 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.579-Figur.jpg""}"
Inv. 2025.584 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.584-Figur.jpg""}"
Inv. 2025.585 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.585-Figur.jpg""}"
Inv. 2025.580 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.580-Figur.jpg""}"
Inv. 2025.581 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.581-Figur.jpg""}"
Inv. 2025.586 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.586-Figur.jpg""}"
Inv. 2025.587 Kopf Fragment,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.587-Kopf-Fragment.jpg""}"
Inv. 2025.582 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.582-Figur.jpg""}"
"MRZ Inv.Nr. 2025.593, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.593-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.588, Figur",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.588-Figur.jpg""}"
"MRZ Inv.Nr. 2025.589, Figur",Desconocida,Municipio de Teotihuacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.589-Figur.jpg""}"
"MRZ Inv.Nr. 2025.594, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.594-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.595, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.595-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.590, Formgefertigte Figur",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.590-Formgefertigte-Figur.jpg""}"
"MRZ Inv.Nr. 2025.591, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.591-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.596, Kopf (Gott ?)",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.596-Kopf-%28Gott-%3F%29.jpg""}"
"MRZ Inv.Nr. 2025.592, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.592-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.597, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.597-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.598, Kopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.598-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.603, Dreibeinschale",Desconocida,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/75/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.603-Dreibeinschale.jpg""}"
"MRZ Inv.Nr. 2025.599, Tierkopf",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/16/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.599-Tierkopf.jpg""}"
"MRZ Inv.Nr. 2025.604, Dreibeinschale",Ano 1001,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/43/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.604-Dreibeinschale.jpg""}"
