Nombre / Inventario,Fecha,Pais,Tipo de Objeto,Estructura Imagen (JSON/Link)
Inv. 2025.369 Schwangere Frau,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.369-Schwangere-Frau.jpg""}"
Inv. 2025.374 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.374-Figur.jpg""}"
Inv. 2025.375 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.375-Figur.jpg""}"
Inv. 2025.370 Ocarina,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.370-Ocarina.jpg""}"
Inv. 2025.376 Figur mit Tier,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.376-Figur-mit-Tier.jpg""}"
"MRZ Inv.Nr. 2025.381, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/1b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.381-Figur.jpg""}"
"MRZ Inv.Nr. 2025.377, Figur",Desconocida,Jalisco,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/bb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.377-Figur.jpg""}"
"MRZ Inv.Nr. 2025.382, Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.382-Figur.jpg""}"
"MRZ Inv.Nr. 2025.383, Chupicuaro Figur",Desconocida,Guanajuato,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/da/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.383-Chupicuaro-Figur.jpg""}"
"MRZ Inv.Nr. 2025.378, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/79/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.378-Figur.jpg""}"
"MRZ Inv.Nr. 2025.379, Figur",Desconocida,Jalisco,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/36/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.379-Figur.jpg""}"
"MRZ Inv.Nr. 2025.384, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/ef/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.384-Figur.jpg""}"
"MRZ Inv.Nr. 2025.385, Jaguar",Desconocida,Colombia,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/33/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.385-Jaguar.jpg""}"
"MRZ Inv.Nr. 2025.380, Figur",Desconocida,Jalisco,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/d/d6/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.380-Figur.jpg""}"
"MRZ Inv.Nr. 2025.386, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/ce/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.386-Figur.jpg""}"
"MRZ Inv.Nr. 2025.391, Stein-Barstklopfer",Ano 1001,México,aparato,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/1e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.391-Stein-Barstklopfer.jpg""}"
"MRZ Inv.Nr. 2025.387, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.387-Figur.jpg""}"
"MRZ Inv.Nr. 2025.392, Figur",Ano 1,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/2e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.392-Figur.jpg""}"
"MRZ Inv.Nr. 2025.393, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/68/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.393-Figur.jpg""}"
"MRZ Inv.Nr. 2025.388, Figur",Ano 1001,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/8c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.388-Figur.jpg""}"
"MRZ Inv.Nr. 2025.394, Sitzende Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.394-Sitzende-Figur.jpg""}"
"MRZ Inv.Nr. 2025.389, Stein mit Gesicht",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b3/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.389-Stein-mit-Gesicht.jpg""}"
"MRZ Inv.Nr. 2025.395, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/7c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.395-Figur.jpg""}"
"MRZ Inv.Nr. 2025.390, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/47/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.390-Figur.jpg""}"
"MRZ Inv.Nr. 2025.401, Figur",Desconocida,Michoacán,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/83/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.401-Figur.jpg""}"
"MRZ Inv.Nr. 2025.396, Sitzende ältere weibliche Figur",Desconocida,Ecuador,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/50/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.396-Sitzende-%C3%A4ltere-weibliche-Figur.jpg""}"
"MRZ Inv.Nr. 2025.397, Figur",Desconocida,Q736,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/67/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.397-Figur.jpg""}"
Inv. 2025.402 Tierkopf (Fragment),Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.402-Tierkopf-%28Fragment%29.jpg""}"
Inv. 2025.403 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/39/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.403-Figur.jpg""}"
Inv. 2025.398 Kopf,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.398-Kopf.jpg""}"
Inv. 2025.399 Gesicht,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.399-Gesicht.jpg""}"
Inv. 2025.404 Figur mit Kind,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.404-Figur-mit-Kind.jpg""}"
Inv. 2025.405 Kokablätter kauend (coquero),Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.405-Kokabl%C3%A4tter-kauend-%28coquero%29.jpg""}"
Inv. 2025.400 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.400-Sitzende-Figur.jpg""}"
Inv. 2025.406 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.406-Sitzende-Figur.jpg""}"
Inv. 2025.407 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.407-Figur.jpg""}"
Inv. 2025.408 Kokablätter kauend,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.408-Kokabl%C3%A4tter-kauend.jpg""}"
Inv. 2025.411 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.411-Figur.jpg""}"
Inv. 2025.412 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.412-Figur.jpg""}"
Inv. 2025.413 Gefäss mit Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.413-Gef%C3%A4ss-mit-Figur.jpg""}"
Inv. 2025.414 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.414-Sitzende-Figur.jpg""}"
Inv. 2025.409 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.409-Sitzende-Figur.jpg""}"
Inv. 2025.415 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.415-Figur.jpg""}"
Inv. 2025.410 Sitzende Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.410-Sitzende-Figur.jpg""}"
Inv. 2025.416 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.416-Figur.jpg""}"
Inv. 2025.417 Figur,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.417-Figur.jpg""}"
Inv. 2025.418 Behang Glocken,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.418-Behang-Glocken.jpg""}"
"MRZ Inv.Nr. 2025.426, Gefäss",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.426-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.427, Gefäss mit Tier",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.427-Gef%C3%A4ss-mit-Tier.jpg""}"
"MRZ Inv.Nr. 2025.428, Kleine Figur",Ano 1,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.428-Kleine-Figur.jpg""}"
"MRZ Inv.Nr. 2025.429, Ocarina",Desconocida,Provincia de Carchi,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e9/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.429-Ocarina.jpg""}"
"MRZ Inv.Nr. 2025.431, Ocarina in Tierform",Desconocida,Colombia,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e3/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.431-Ocarina-in-Tierform.jpg""}"
"MRZ Inv.Nr. 2025.421, Hausfigur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.421-Hausfigur.jpg""}"
"MRZ Inv.Nr. 2025.422, Hausfigur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.422-Hausfigur.jpg""}"
"MRZ Inv.Nr. 2025.419, Tierfigur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.419-Tierfigur.jpg""}"
"MRZ Inv.Nr. 2025.430, Ocarina in Vogelform",Desconocida,Perú,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/ce/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.430-Ocarina-in-Vogelform.jpg""}"
"MRZ Inv.Nr. 2025.423, Kopf",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.423-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.432, Gefäss in Form eines sitzenden Menschen.",Desconocida,Provincia de Carchi,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.432-Gef%C3%A4ss-in-Form-eines-sitzenden-Menschen..jpg""}"
"MRZ Inv.Nr. 2025.424, Gefäss",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.424-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.433, Steigbügelgefäss mit Jaguar",Desconocida,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/95/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.433-Steigb%C3%BCgelgef%C3%A4ss-mit-Jaguar.jpg""}"
"MRZ Inv.Nr. 2025.420, Ocarina",Desconocida,México,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.420-Ocarina.jpg""}"
"MRZ Inv.Nr. 2025.425, Gefäss",Desconocida,Ecuador,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.425-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.434, Gefäss in Form von zwei Tiere",Desconocida,Ecuador,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/8b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.434-Gef%C3%A4ss-in-Form-von-zwei-Tiere.jpg""}"
"MRZ Inv.Nr. 2025.441, Gefäss mit Figur",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.441-Gef%C3%A4ss-mit-Figur.jpg""}"
"MRZ Inv.Nr. 2025.435, Gefäss",Ano 1001,Michoacán,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.435-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.436, Gefäss",Desconocida,Michoacán,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.436-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.442, Gefäss mit Szene",Ano 1,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/66/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.442-Gef%C3%A4ss-mit-Szene.jpg""}"
"MRZ Inv.Nr. 2025.437, Gefäss",Desconocida,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/67/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.437-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.443, Vase",Ano 1,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/2d/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.443-Vase.jpg""}"
"MRZ Inv.Nr. 2025.438, Vase",Desconocida,Estado de México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/b/b7/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.438-Vase.jpg""}"
"MRZ Inv.Nr. 2025.444, Dreifussgefäss",Desconocida,Costa Rica,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/34/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.444-Dreifussgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.439, Doppelkammer-Pfeifgefäss",Desconocida,Ecuador,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/51/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.439-Doppelkammer-Pfeifgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.440, Gefäss mit Fischer in einem Schilfboot",Desconocida,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/20/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.440-Gef%C3%A4ss-mit-Fischer-in-einem-Schilfboot.jpg""}"
"MRZ Inv.Nr. 2025.451, Gefäss mit Katze",Desconocida,Perú,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/e/e4/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.451-Gef%C3%A4ss-mit-Katze.jpg""}"
"MRZ Inv.Nr. 2025.445, Dreifussgefäss",Ano 1001,México,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/10/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.445-Dreifussgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.446, Gefäss mit menschlichem Kopf",Ano 1001,Bolivia,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5c/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.446-Gef%C3%A4ss-mit-menschlichem-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.452, Gefäss mit Doppelspender",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cb/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.452-Gef%C3%A4ss-mit-Doppelspender.jpg""}"
"MRZ Inv.Nr. 2025.447, Urnendeckel",Desconocida,Brasil,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f9/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.447-Urnendeckel.jpg""}"
"MRZ Inv.Nr. 2025.453, Doppelkammer Pfeifgefäss",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/8/81/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.453-Doppelkammer-Pfeifgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.448, Gefäss in der Form eines Gürteltieres",Desconocida,México,Q96952903,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/2a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.448-Gef%C3%A4ss-in-der-Form-eines-G%C3%BCrteltieres.jpg""}"
Inv. 2025.449 Gefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/24/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.449-Gef%C3%A4ss.jpg""}"
Inv. 2025.454 Doppel Ausguss  und Brückenflasche mit Vogel,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.454-Doppel-Ausguss--und-Br%C3%BCckenflasche-mit-Vogel.jpg""}"
Inv. 2025.450 Gefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/5e/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.450-Gef%C3%A4ss.jpg""}"
Inv. 2025.455 Behälter mit tierförmigem Spender,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.455-Beh%C3%A4lter-mit-tierf%C3%B6rmigem-Spender.jpg""}"
Inv. 2025.461 Schale,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.461-Schale.jpg""}"
Inv. 2025.456 Behälter,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.456-Beh%C3%A4lter.jpg""}"
Inv. 2025.457 Gefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.457-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.462, Flasche mit Brücke und Ausgiesser in Vogelgestalt",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/67/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.462-Flasche-mit-Br%C3%BCcke-und-Ausgiesser-in-Vogelgestalt.jpg""}"
Inv. 2025.458 Dreifussgefäss,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.458-Dreifussgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.463, Vogelförmiges Gefäss",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/27/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.463-Vogelf%C3%B6rmiges-Gef%C3%A4ss.jpg""}"
Inv. 2025.459 Gefäss mit Schlangenmotiv,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.459-Gef%C3%A4ss-mit-Schlangenmotiv.jpg""}"
"MRZ Inv.Nr. 2025.464, Gefäss in Menschenform",Ano 1,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/4f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.464-Gef%C3%A4ss-in-Menschenform.jpg""}"
Inv. 2025.460 Schale,Desconocida,Desconocido,Objeto,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/7/78/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.460-Schale.jpg""}"
"MRZ Inv.Nr. 2025.465, Gefäss in Menschenform",Desconocida,Ecuador,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/9/9a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.465-Gef%C3%A4ss-in-Menschenform.jpg""}"
"MRZ Inv.Nr. 2025.473, Tlaloc Maske",Desconocida,Municipio de Teotihuacán,máscara,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/53/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.473-Tlaloc-Maske.jpg""}"
"MRZ Inv.Nr. 2025.466, Pfeifgefäss",Desconocida,Ecuador,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/c2/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.466-Pfeifgef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.467, Gefäss",Desconocida,Perú,vasija,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.467-Gef%C3%A4ss.jpg""}"
"MRZ Inv.Nr. 2025.474, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/f/f8/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.474-Figur.jpg""}"
"MRZ Inv.Nr. 2025.475, Ocarina",Desconocida,Colombia,instrumento musical,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/1/14/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.475-Ocarina.jpg""}"
"MRZ Inv.Nr. 2025.470, Figur",Desconocida,Ecuador,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/4b/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.470-Figur.jpg""}"
"MRZ Inv.Nr. 2025.476, Sitzendes Figürchen",Ano 1001,Estado de Oaxaca,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.476-Sitzendes-Fig%C3%BCrchen.jpg""}"
"MRZ Inv.Nr. 2025.472, Kopf",Desconocida,Desconocido,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/5/53/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.472-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.471, Kopf",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/40/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.471-Kopf.jpg""}"
"MRZ Inv.Nr. 2025.477, Figur",Desconocida,Michoacán,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/4/40/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.477-Figur.jpg""}"
"MRZ Inv.Nr. 2025.483, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/65/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.483-Figur.jpg""}"
"MRZ Inv.Nr. 2025.478, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/0/0f/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.478-Figur.jpg""}"
"MRZ Inv.Nr. 2025.479, Figur",Desconocida,México,figura,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/c/cf/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.479-Figur.jpg""}"
"MRZ Inv.Nr. 2025.484, Figur",Desconocida,México,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/3/32/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.484-Figur.jpg""}"
"MRZ Inv.Nr. 2025.480, Figur",Desconocida,Q79861,Q29527347,"{""url"": ""https://upload.wikimedia.org/wikipedia/commons/6/6a/Museum-Rietberg-Z%C3%BCrich-Inv.Nr.-2025.480-Figur.jpg""}"
